title,date,date_is_approximate,performers,instruments,special-guests,adjudicators,description,creator,interviewee,location,digital collection,contributing institution,source,identifier,filename_old,rights,rightsstatement,format_original,type,format,language,reference url,cdmid,contentdm_file_name,objectid,youtubeid,display_template,filename,object_location,image_small,image_thumb,errors
23rd Annual Lionel Hampton-Chevron Jazz Festival Poster [2],1990,,"Lionel Hampton and Quartet; Hampton, Lionel; Ford, Jimmy; Gallon, Raymond; Machado, Gabriel; Johnson, William; Saarsalu, Lembit; Vintskevich, Leonid; Shilkloper, Arkadi; Karetnikov, Michael; Marsalis, Brandford; Turner, Debbye; Matsui, Keiko; Silveira, Ricardo; Willson, Lisa; Townes, June; Grey, Al; Marsalis, Delfeayo; Hank Jones Trio; Jones, Hank; Holland, Dave; Copeland, Keith; Soloff, Lew; Wilkinson, Sunny; Brown, Patti; Hubbard, Freddie; Fuller, Curtis; Fontana, Carl; Watrous, Bill; Watts, Jeff ""Tain""; Hi-Lo's; Burroughs, Clark; Shelton, Don; Morse, Bob; Puerling, Gene;",vocals; drums; trombone; piano; trumpet; bass; guitar; marimba; french horn; saxophone; percussion; vibes,Debbye Turner (Miss America),,"16""x23"" promotional poster.",,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,University of Idaho Jazz Office records,lhij1990,lhij1990.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,poster,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/197,197,204.jp2,jazzfest199,,image,jazzfest199.jpg,https://objects.lib.uidaho.edu/jazzfest/jazzfest199.jpg,https://objects.lib.uidaho.edu/jazzfest/small/jazzfest199_sm.jpg,https://objects.lib.uidaho.edu/jazzfest/thumbs/jazzfest199_th.jpg,
"International Night - Wally ""Gator"" Watson [4]",1992-02-19,,"Watson, Wally ""Gator""",drums,,,"35 mm color slide. Wally ""Gator"" Watson plays drums at the Pepsi International World Jazz Night at the 1992 Lionel Hampton-Chevron Jazz Festival.",University of Idaho Photo Services,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,University of Idaho Jazz Office records,jazz92-international_night-035,jazz92-international_night-035.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,photographic slide,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/198,198,334.jp2,jazzfest200,,image,jazzfest200.jpg,https://objects.lib.uidaho.edu/jazzfest/jazzfest200.jpg,https://objects.lib.uidaho.edu/jazzfest/small/jazzfest200_sm.jpg,https://objects.lib.uidaho.edu/jazzfest/thumbs/jazzfest200_th.jpg,
International Night - Gail Wynters [6],1992-02-19,,"Wynters, Gail",vocals,,,35 mm color slide. Gail Wynters sings on stage at the Pepsi International World Jazz Night at the 1992 Lionel Hampton-Chevron Jazz Festival.,University of Idaho Photo Services,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,University of Idaho Jazz Office records,jazz92-international_night-060,jazz92-international_night-060.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,photographic slide,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/199,199,366.jp2,jazzfest201,,image,jazzfest201.jpg,https://objects.lib.uidaho.edu/jazzfest/jazzfest201.jpg,https://objects.lib.uidaho.edu/jazzfest/small/jazzfest201_sm.jpg,https://objects.lib.uidaho.edu/jazzfest/thumbs/jazzfest201_th.jpg,
International Night - Kim Foley [1],1992-02-19,,"Foley, Kim",vocals,,,35 mm color slide. Kim Foley on stage at the Pepsi International World Jazz Night at the 1992 Lionel Hampton-Chevron Jazz Festival.,University of Idaho Photo Services,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,University of Idaho Jazz Office records,jazz92-international_night-086,jazz92-international_night-086.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,photographic slide,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/200,200,228.jp2,jazzfest202,,image,jazzfest202.jpg,https://objects.lib.uidaho.edu/jazzfest/jazzfest202.jpg,https://objects.lib.uidaho.edu/jazzfest/small/jazzfest202_sm.jpg,https://objects.lib.uidaho.edu/jazzfest/thumbs/jazzfest202_th.jpg,
International Night - Brian Bromberg [7],1992-02-19,,"Bromberg, Brian",bass,,,35mm color slide. Brian Bromberg plays bass at the Pepsi International World Jazz Night at the 1992 Lionel Hampton-Chevron Jazz Festival.,University of Idaho Photo Services,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,University of Idaho Jazz Office records,jazz92-intl_nite_bromberg008,jazz92-intl_nite_bromberg008.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,photographic slide,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/201,201,267.jp2,jazzfest203,,image,jazzfest203.jpg,https://objects.lib.uidaho.edu/jazzfest/jazzfest203.jpg,https://objects.lib.uidaho.edu/jazzfest/small/jazzfest203_sm.jpg,https://objects.lib.uidaho.edu/jazzfest/thumbs/jazzfest203_th.jpg,
22nd Annual Lionel Hampton-Chevron Jazz Festival Poster [1],1989,,"Lanphere, Don; Hyman, Phyllis; Air Force Band of the Pacific Northwest Jazz Ensemble ""A Touch of Blue""; Marsalis, Wynton; McRae, Carmen; Gunnison, Eric; Ray Brown Trio; Brown, Ray; Harris, Gene; Hamilton, Jeff; Lionel Hampton Trombone Factory; Grey, Al; All-Star Salute to Lionel Hampton; Hampton, Lionel; Getz, Stan; Cheatham, Doc; Burrell, Kenny; Saarsalu, Lembit; Vintskevich, Leonid; McCroby, Ron",piano; saxophone; drums; guitar; trumpet; vibes; trombone; vocals; bass;,,,"13.5""x24.5"" promotional poster",,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,University of Idaho Jazz Office records,lhij1989,lhij1989.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,poster,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/202,202,195.jp2,jazzfest204,,image,jazzfest204.jpg,https://objects.lib.uidaho.edu/jazzfest/jazzfest204.jpg,https://objects.lib.uidaho.edu/jazzfest/small/jazzfest204_sm.jpg,https://objects.lib.uidaho.edu/jazzfest/thumbs/jazzfest204_th.jpg,
International Night - Paquito D'Rivera [24],1992-02-19,,"D'Rivera, Paquito",saxophone,,,35mm color slide. Paquito D'Rivera plays saxophone at the Pepsi International World Jazz Night at the 1992 Lionel Hampton-Chevron Jazz Festival.,University of Idaho Photo Services,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,University of Idaho Jazz Office records,jazz92-intl_nite_d'riviera_roditi024,jazz92-intl_nite_d'riviera_roditi024.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,photographic slide,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/203,203,300.jp2,jazzfest205,,image,jazzfest205.jpg,https://objects.lib.uidaho.edu/jazzfest/jazzfest205.jpg,https://objects.lib.uidaho.edu/jazzfest/small/jazzfest205_sm.jpg,https://objects.lib.uidaho.edu/jazzfest/thumbs/jazzfest205_th.jpg,
International Night - Paquito D'Rivera [3],1992-02-19,,"D'Rivera, Paquito",saxophone,,,35mm color slide. Paquito D'Rivera plays saxophone at the Pepsi International World Jazz Night at the 1992 Lionel Hampton-Chevron Jazz Festival.,University of Idaho Photo Services,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,University of Idaho Jazz Office records,jazz92-intl_nite_d'riviera_roditi003,jazz92-intl_nite_d'riviera_roditi003.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,photographic slide,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/204,204,291.jp2,jazzfest206,,image,jazzfest206.jpg,https://objects.lib.uidaho.edu/jazzfest/jazzfest206.jpg,https://objects.lib.uidaho.edu/jazzfest/small/jazzfest206_sm.jpg,https://objects.lib.uidaho.edu/jazzfest/thumbs/jazzfest206_th.jpg,
International Night - Brian Bromberg [26],1992-02-19,,"Bromberg, Brian",bass,,,35mm color slide. Brian Bromberg plays bass at the Pepsi International World Jazz Night at the 1992 Lionel Hampton-Chevron Jazz Festival.,University of Idaho Photo Services,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,University of Idaho Jazz Office records,jazz92-intl_nite_bromberg027,jazz92-intl_nite_bromberg027.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,photographic slide,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/205,205,370.jp2,jazzfest207,,image,jazzfest207.jpg,https://objects.lib.uidaho.edu/jazzfest/jazzfest207.jpg,https://objects.lib.uidaho.edu/jazzfest/small/jazzfest207_sm.jpg,https://objects.lib.uidaho.edu/jazzfest/thumbs/jazzfest207_th.jpg,
International Night - Brian Bromberg [25],1992-02-19,,"Bromberg, Brian",bass,,,35mm color slide. Brian Bromberg plays bass at the Pepsi International World Jazz Night at the 1992 Lionel Hampton-Chevron Jazz Festival.,University of Idaho Photo Services,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,University of Idaho Jazz Office records,jazz92-intl_nite_bromberg026,jazz92-intl_nite_bromberg026.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,photographic slide,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/206,206,225.jp2,jazzfest208,,image,jazzfest208.jpg,https://objects.lib.uidaho.edu/jazzfest/jazzfest208.jpg,https://objects.lib.uidaho.edu/jazzfest/small/jazzfest208_sm.jpg,https://objects.lib.uidaho.edu/jazzfest/thumbs/jazzfest208_th.jpg,
Lionel Hampton and Student Vocalist [2],1991-02-23,,"Hampton, Lionel",,,,35mm color negative. A student vocalist performs at the 1991 Lionel Hampton-Chevron Jazz Festival evening concert while Lionel Hampton stands to the side.,"University of Idaho Photo Services; Prout, Jerry",,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,University of Idaho Jazz Office records,jazz91-011-prout-002b,jazz91-011-prout-002b.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,photographic slide,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/207,207,235.jp2,jazzfest209,,image,jazzfest209.jpg,https://objects.lib.uidaho.edu/jazzfest/jazzfest209.jpg,https://objects.lib.uidaho.edu/jazzfest/small/jazzfest209_sm.jpg,https://objects.lib.uidaho.edu/jazzfest/thumbs/jazzfest209_th.jpg,
International Night - Claudio Roditi [6],1992-02-19,,"Roditi, Claudio",trumpet,,,35 mm color slide. Claudio Roditi plays the trumpet at the Pepsi International World Jazz Night at the 1992 Lionel Hampton-Chevron Jazz Festival.,University of Idaho Photo Services,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,University of Idaho Jazz Office records,jazz92-international_night-066,jazz92-international_night-066.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,photographic slide,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/208,208,234.jp2,jazzfest210,,image,jazzfest210.jpg,https://objects.lib.uidaho.edu/jazzfest/jazzfest210.jpg,https://objects.lib.uidaho.edu/jazzfest/small/jazzfest210_sm.jpg,https://objects.lib.uidaho.edu/jazzfest/thumbs/jazzfest210_th.jpg,
International Night - Paquito D'Rivera [19],1992-02-19,,"D'Rivera, Paquito",saxophone,,,35mm color slide. Paquito D'Rivera plays saxophone at the Pepsi International World Jazz Night at the 1992 Lionel Hampton-Chevron Jazz Festival.,University of Idaho Photo Services,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,University of Idaho Jazz Office records,jazz92-intl_nite_d'riviera_roditi019,jazz92-intl_nite_d'riviera_roditi019.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,photographic slide,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/209,209,290.jp2,jazzfest211,,image,jazzfest211.jpg,https://objects.lib.uidaho.edu/jazzfest/jazzfest211.jpg,https://objects.lib.uidaho.edu/jazzfest/small/jazzfest211_sm.jpg,https://objects.lib.uidaho.edu/jazzfest/thumbs/jazzfest211_th.jpg,
International Night - Claudio Roditi [11],1992-02-19,,"Roditi, Claudio",trumpet,,,35 mm color slide. Claudio Roditi plays the trumpet at the Pepsi International World Jazz Night at the 1992 Lionel Hampton-Chevron Jazz Festival.,University of Idaho Photo Services,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,University of Idaho Jazz Office records,jazz92-international_night-071,jazz92-international_night-071.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,photographic slide,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/210,210,386.jp2,jazzfest212,,image,jazzfest212.jpg,https://objects.lib.uidaho.edu/jazzfest/jazzfest212.jpg,https://objects.lib.uidaho.edu/jazzfest/small/jazzfest212_sm.jpg,https://objects.lib.uidaho.edu/jazzfest/thumbs/jazzfest212_th.jpg,
47th Annual Lionel Hampton Jazz Festival Poster [2],2014,,"Golson, Benny; Peplowski, Ken; Kelly, Grace; Nelson, Josh; Conley, Shawn; Forman, Bruce; Kanner Kevin; Keezer, Geoffrey; Jordan, Terell; Groove for Thought; Marie, René; The Yellowjackets; Ferrante, Russell; Mintzer, Bob; Pastorius, Felix; Kennedy, William; Lionel Hampton Youth Jazz Orchestra; Palmieri, Eddie; Marsalis, Jason",vibes; piano; drums; bass; saxophone; keyboard; vocals; trumpet; guitar; clarinet,,,"17.75""x23.5"" limited edition poster, number 35/150",,,,Lionel Hampton Jazz Festival Collection,University of Idaho Special Collections and Archives,University of Idaho Jazz Office records,lhij2014b,lhij2014b.jpg,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department.",http://rightsstatements.org/vocab/InC-EDU/1.0/,poster,Image;StillImage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/jazzfest/id/211,211,207.jp2,jazzfest213,,image,jazzfest213.jpg,https://objects.lib.uidaho.edu/jazzfest/jazzfest213.jpg,https://objects.lib.uidaho.edu/jazzfest/small/jazzfest213_sm.jpg,https://objects.lib.uidaho.edu/jazzfest/thumbs/jazzfest213_th.jpg,
